title,date,question,answer
A Chat with Chomsky,"June 24, 2019",NR: What sort of criterion do you use to evaluate what kinds of inquiry are valuable? What kinds of knowledge are worth developing and pursuing?,"There’s no simple criterion. So for example, today there was an article in one of the journals, maybe theNew York Times, on the study of a Denisovan cave, in Siberia, where they’re finding some quite remarkable things about a branch of the species of humans that were from homo-sapiens that seemed to have developed surprising beginnings of technology, right around the time that homo-sapiens developed. This is very hard work. There are people who have been working on it for a long time, trying to dig out little bits of a bone, or a tooth and experimenting with it. Is that valuable information? I think it is. It doesn’t increase GDP, but it increases our understanding of the history of the human species, and its various branches, and so on."
A Chat with Chomsky,"June 24, 2019","NR: There’s a lot of pressure to make universities develop a more kind of instrumental approach to knowledge, cutting history departments, and increasing business studies, and what have you — the argument being that knowledge is a tool and we have to teach young people the tools that will help them succeed in the world. When Barack Obama talked about education, he made a joke about art history degrees and talked about preparing kids for life. And it’s hard for me, because I think, well, how do I argue against a pragmatic approach to knowledge, because I do think that knowledge is somewhat pragmatic.NC: Is it pragmatic? Is your life improved if you have no understanding of the rich tradition of the arts and literature? Or is it improved if you do have knowledge of that? If you can go to the Metropolitan Museum of Art in New York and look at the latest exhibit, and appreciate and understand it, is your life improved more than by having another hamburger at McDonalds, let’s say?","NR: It’s very difficult for me, though, to know how I would make the case to someone who didn’t appreciate it?NC: If you don’t appreciate it, don’t have it. I don’t appreciate apps, so therefore I don’t have any. I don’t use social media, nobody is forcing me to. I’d rather do other things. If somebody would rather spend their life looking at the latest thing on Facebook, they can do that. Fine. But that doesn’t mean others should be deprived of the opportunity to enjoy and appreciate the great intellectual and artistic achievements of the world, and to use that for their own development.NR: I think the University of Akron just cut a bunch of history and sociology programs and replaced them with an E-sports program, which is a euphemism for video games. All they said was, “we’re responding to the market. This is what people want to study, this is what people want to learn, so this is what our university should become.” By that standard, you should drop all courses that involve reading, and move just to having students look at Facebook all day. NR: I’m sure there are people who argue for that.NC: Probably. That’s what the market says. Okay. Is that a serious proposal? Would we have wanted that to happen anytime in the past? What kind of world would we live in if that were the case? First of all, you wouldn’t have Facebook, and you wouldn’t have computers, and you wouldn’t have literature, and you wouldn’t have arts. You would have — we would maybe be individual farmers, peasants somewhere, trying to keep alive through the next harvest."
A Chat with Chomsky,"June 24, 2019","NR: I think there are a lot of people who think the dominant consensus, for example, in economics, is that market demand is our measure of human value, that whatever people subjectively choose in a world of plenty.NC: Economists do say that. But they overlook some not very obscure facts. So let’s turn around to the television. If you took an economics course, one thing you learned, Econ 101, is that markets are based on informed consumers making rational choices. Okay? Did anybody ever notice that industry in the United States, one of the hugest industries in the country spends billions and billions of dollars trying to create uninformed consumers who make irrational choices. It’s known as the advertising industry, public relations industry. It’s exactly what they do. If we had a market, suppose we had a market, you would turn on the television set and there would be an ad for a car which says “here are the characteristics of the car, here are the critiques of it in Consumer Report. So now you could make a judgement as an informed consumer. You can make a rational choice. Is that what you see? No. What you see is some football hero, or model, standing on a car which is going into the air into the stratosphere — anything to make you uninformed and irrational. So what are we talking about?","NR: There was a Dodge ad last year where they overlaid a Martin Luther King speech over the ad for the truck, and they showed the truck, and they had King’s voice booming over the truck, just to try to create the association between justice — this truck is not just a truck, this truck means [laughs] — If we want invented worlds, we could talk about markets in which informed consumers make rational choices, but it has almost nothing to do with this world. NR: I want to get back to universities and academia. I was looking at the syllabus you have for the course you have here called “What Is Politics?” You know, I was a political science, political theory undergrad, and when they asked a question within this course of “What Is Politics?” you would begin with The Republic, and then you would do Locke and Rousseau, and you begin sort of with capitalist realism and the threats of nuclear war and climate change as “What Is Politics?” I understand that approach, because those are things that matter, and politics is about things that matter. But does that mean that — how would you reconfigure political science to actually have insight into what politics is?NC: Well I think a lot of political science has great insight into it. So let’s take the conception that the United States is a democracy. A democracy is presumably a society in which the general population has a voice in how decisions are made, about social, economic, and political conditions. Now let’s take a look at serious political science research. What does it show? There’s very good work on this. So my close friend, Thomas Ferguson, has done leading political science. NR: The Golden Rule.NC: The Golden Rule. He’s done remarkable work showing very persuasively, up until the present moment — Golden Rule is years ago. He’s carried forward, up until the present, you can predict the outcome of an election with remarkable precision by simply looking at campaign spending, one variable. Well, there’s a corollary of that. “Elected representatives” assumes they’re elected. The first thing they have to do is appeal to the donor class — somebody in the house of representatives may spend five or six hours a day just calling the donors. And meanwhile, what happens to the legislation? Well, the lobbyists come in from the corporations. They meet with the staff. They of course overwhelm the staff with information and background, and they basically write the legislation — a fact that’s been studied by other fine political scientists who have showed very convincingly that a large majority of the population are literally disenfranchised, meaning their own representatives pay no attention to their preferences. They listen to other voices, and we know which voices those are. Is this a functioning democracy? Well, you take a look at the Economist Intelligence Unit and they just did a big study on democracies throughout the world, and they regard the United States as a flawed democracy. NR: That’s generous.NC: I think it’s ranked 25th among the democracies of the world. But it’s ranked that high only because of the narrowness of the conditions that they use. They don’t ask these questions. They’re just asking “does the president lie” or something like that. But if you look at the actual basic features of the society, you see something very different than what’s commonly believed. And just like this matter of “markets responding to informed consumers making rational choices,” everywhere you look you find this. When you begin to look into the specific details, it’s extremely revealing. So take the gun culture in the United States, fanaticism about filling your closet with a half a dozen assault rifles, and so on. Where did this come from? Well, it turns out, there’s good studies of it. These are things that can be studied. There’s a woman, named Pamela Haag, who did a very good study on the origins of the gun culture. Turns out that after the Civil War, the gun manufacturers had lost their market. There was no gun culture in the 19th century. The gun was like a tool, like a shovel. A farmer had a gun to keep critters away from his sheep, or something, and the farmers — it was an agricultural society, they didn’t want these fancy guns that the gun manufacturers were producing. So you could sell some abroad, and so on, but there wasn’t much of a market. So they started what is probably the first major public relations campaign in modern American history to try to create the image of the “Wild West,” in which noble cowboys had pistols. They were fighting off the bad guys and shooting faster than someone else. All of this is total fantasy. There was nothing like it. Cowboys were kind of the people at the fringe of society who couldn’t get a job, so someone would hire them to push their cows around. It’s not wild. And then comes along the things that were later imitated by the tobacco industry — the Marlboro Man, and so on. “Your son won’t be a man unless he has a Winchester rifle. Your daughter has to have a pink revolver to defend herself.” Pretty soon you have a gun culture. Is it because people wanted guns? It was a created — it was what Thorstein Veblen, a little over a century ago, called “fabricating wants.” It’s a large part of the society. Then the supreme court comes along in 2008 with the theHellerdecision, written by Scalia, a great originalist. It’s a very interesting decision worth reading. If you read his decision, you notice that he avoids all the reasons why the founders wanted people to have guns. Actually, it’s a very learned decision. He is a great scholar, quotes all sorts of documents from the 17th century and so on. But we know exactly why the founders wanted people to have guns. The first one was, there was almost no standing army. And the British are hovering around. They’re the big enemy. Suppose they attack again. Well, you know, we’re going to have to have guys with guns. We can form a well-regulated militia, that’s the first phrase in the Second Amendment. That’s one. Second is, with the British out of the way, we can now expand into the west, into what was called “vacant territory,” so we have to go out there and kill the people who are living in this vacant territory — attack the Indian nations. In fact, the United States is one of the rare countries in the world that’s been at war since the first day of its founding — attacking, and for that, you needed guns. And also, it’s a slave society. There’s a lot of slaves around, not many people controlling them. Got to have guns. There are slave revolutions taking place in the Caribbean. They could extend here, and they pretty soon did in Haiti. You got to have guns. Take a look at Scalia’s decision. Are any of these things mentioned? Not a word. There are debates in the law profession about whether the Second Amendment conveys a militia right, or an individual right. Okay, you can debate that, but it’s kind of beside the point. The point is: The Second Amendment, as the founders understood it, is irrelevant in the 21st century. But that’s considered holy writ. Well, as soon as you begin to look at the actual world, the illusions collapse pretty quickly. And going back to “What Is Politics?” that’s what the study of it should be. So we actually start the course by talking about Gramsci and hegemonic common sense, and asking how it’s established, what’s its basis, what happens when we investigate it, and so on. And I think that’s what a “What Is Politics?” course ought to be about."
A Chat with Chomsky,"June 24, 2019","NR: I went to law school, and one of the most striking things to me was the disjunction between what’s happening in the world of the court opinion, and what is happening in the actual world — Right To Work being discussed as an issue of worker freedom, and so on. To finish then, talking about illusions, I think, for me, your writings have been very important to me since I was a teenager, and to a lot of people who have had the same experiences. And I think one of the common reasons for that is that it is difficult to see through illusions, and it can make you feel like you’re crazy in many ways. As I was walking through campus today, I was thinking about a sentence of yours, which was that “tens of millions of people have been killed by what is taught in American economics departments,” which is just factually true. But then you look and the campus is idyllic, and all the students going about, doing their readings of Heidegger, and Nietzsche, learning philosophy, and learning politics, and you feel sort of out of your mind if you think that there’s something sort of not quite real here, or there’s something different between the real world, and everything that’s around me.NC: Most of these, I don’t think are hard to expose. It’s true that you kind of reflexively just accept what you’ve heard. Actually, Orwell has a nice comment about this in — did you ever read the introduction to Animal Farm?","NR: Oh yeah, this is the deleted —.NC: The deleted, the suppressed introduction. Well in it, he’s talking about how in free England, ideas can be suppressed without the use of force. And he doesn’t say much about the reasons, but one of them I think is much to the point. He says, basically, that if you’ve had a good education, you’ve gone to Oxford, and Cambridge, and so on, you just have instilled into you the understanding that there’s certain things that do to say “he didn’t go far enough.” It wouldn’t do to think. You just can’t think them. Because the education instills into you the common sense of the day. And it’s not really hard to break out of it. You have to be willing to do the kind of thing that actually led to modern science. So you go back to the time of say, Galileo, neo-scholastic physics more or less had an answer for everything. You know, objects fall because they’re going to their natural place, steam rises for the same reason, perception is a matter of the object moving through space and implanting it in your brain, and so on. Galileo and his contemporaries made a breakthrough. They decided to be puzzled about these things. Somebody decides to be puzzled, you find everything’s wrong. Just the willingness to ask yourself, “look, everybody believes it, is it true?” In fact, there’s kind of a rule of thumb, if everybody believes something, and it’s a contentious issue, something should light up in your brain, and say “you better ask about this. It’s probably not true.” And as soon as you make that simple move, all sorts of things open up. Modern science opened up, and the kinds of things we’ve been talking about now open up. NR: That’s funny, because you know, on the surface, that’s like the definition of a crazy person. If everyone says something is true, if it’s the established consensus, the idea of being the only one who thinks something and wonders something, it’s very lonely."
A Chat with Chomsky,"June 24, 2019","NR: Right, in every generation it’s the Socrates who gets killed. Just on the subject of “things you’re not allowed to think” — I just wrote an article about how if we applied tort law consistently, fossil fuel companies would be sued out of existence, because obviously if you cause massive damage to other people, and under tort law, you owe them damages. But there’s a court opinion on this where the judge says, “well, the implications of this would be radical. They’d go out of business.”NC: Let me give you a simpler example: every leading political figure, Obama, Trump, all of them, with regard to an official enemy, say, Iran, says “all options are open.” Okay, we have something called the constitution. It has something called Article VI, which says that treaties entered into by the U.S. Government are the supreme law of the land. One of those treaties, in fact the foundation one for the modern period, is the U.N. Charter. It has an Article II, Article 2.4, which says the threat or use of force in international affairs is banned. Okay? There are a couple of exceptions, but they’re irrelevant. So that means that every leading political figure is violating the constitution. Right? But does anybody care?","NR: Your quote about how if we apply the Nuremberg principles consistently, every U.S. president would be hanged —NC: This is violating the U.S. constitution. NR: There are things that are very difficult to dispute if you actually look at it objectively. Well, let’s finish up then, and thank you very much, and that willingness to be puzzled I think is one of the most important — certainly the most important thing I’ve ever gotten from reading you. It’s not the specific analyses, which have been important, but it’s that idea of trying to ask questions even when you’re discouraged from doing so.NC: It’s not that you’re told not to. It’s just that the issue doesn’t come up. So like in economics courses, the issue doesn’t come up that there’s a huge industry designed and succeeding and undercutting your major thesis. Designed to do it and succeeding in doing it. It just doesn’t arise. NR: Sometimes you’re just implicitly discouraged. In grad school, I was told one of my papers seemed as though it was too sympathetic to the tenants, rather than the landlords. They said this isn’t objective, you’ve got to be neutral. It’s all equal. They’re making a contract so it’s free. NR: There’s a real fear of being seen as an activist in the academy. And that’s the thing, it’s not actually a left-wing place, even though it’s seen as that.NC: There’s a historical reason for that. Look at the way activists are treated throughout history — not nicely.NR:It was really a most striking thing to me in grad school, with how the supposed liberal academia has actually got a real fear of doing anything that would be seen to be engaging in politics or activism. “Don’t rock the boat. You’re better off.” And you may not say it to yourself — it’s Orwell’s point again. It just wouldn’t do to say those things. NR: Wouldn’t do. Okay, I’ve got to go to this class. NR: I bet, okay. You’ve given me far more time than I could have ever reasonably expected."
Part 3: Idan Landau and Noam Chomsky on Anarchism on the Ground,"July 02, 2020","Idan Landau:Most liberals would scoff at what they perceive as the naiveté of Rudolph Rocker’s ideas. Yet anarchist ideas constantly feed social movements and are sometimes even put to practice. The most impressive anarchist experiment of the last decade, to my mind, is the autonomy of Rojava in northeastern Syria: a multiethnic egalitarian, feminist, and environmentally conscious confederate of communities, explicitly opposed to the nation-state model and directly inspired by the anarchist ideas of Murray Bookchin. The Rojava autonomy, which includes some 4-5 million residents, has become a beacon to progressive activists worldwide, much like the Zapatistas in the Chiapas two decades earlier. But now Rojava is under fierce attack by the Turkish military, following the withdrawal of U.S. troops from the region. Whether this radical experiment will survive is unclear at the moment, and one can’t avoid thinking of the downfall of the Catalonia anarchist communities in the Spanish Civil War (also abandoned by the West to fascist forces). Can you comment on the general issue—the prospects of a true anarchist society in today’s world, where local communities are so vastly dwarfed by military and economic superpowers (e.g., oil companies), and also on the particular case of Rojava?","They might scoff, but their classical liberal predecessors would not have, from Locke through Humboldt and on to Abraham Lincoln and John Stuart Mill. Nor working people in the early industrial revolution. These topics are discussed a bit in chapter 3 of WKC, and much more elsewhere. There is, I think, considerable merit in Rocker’s argument that the anarchist tradition that he espoused is the natural inheritor of the ideals of classical liberalism, after they foundered on the shoals of industrial capitalism. I think you are quite right that like Marx’s old mole, the basic ideas that motivated classical liberalism and its left libertarian (anarchist) offshoots are burrowing just below the surface, constantly ready to emerge in some form (and not to be confused with U.S. “libertarianism,” profoundly antilibertarian in my view). And I also agree that what has been accomplished in Rojava is quite remarkable, particularly in the context of a murderous war in which domestic forces and foreign participants show no mercy. Trump’s betrayal of the Kurds who fought the U.S.-backed ground war against ISIS (suffering 11,000 deaths as compared to a half dozen Americans), handing them over to their vicious Turkish and Syrian enemies, is a despicable crime—and also a welcome gift to ISIS, offering them the kind of “get out of jail free” card that they used to organize in the first place. Regrettably, Trump’s savagery is nothing new. It has been virtually a requirement of office for American leaders to betray the Kurds shamefully in the “national interest,” ever since Kissinger and President Ford, dramatically including Reagan and Clinton. The disgrace is mostly suppressed in Western discourse, but it is all too real. Perhaps some elements of the “radical experiment” in Rojava will survive, but the prospects seem dim as the Kurds are caught between the forces of their traditional Turkish oppressors with their jihadi clients and the sadistic Assad regime—and soon, very likely, reconstituted ISIS forces given a new lease on life by Trump. For the moment their “protectors” are primarily the Russians, hardly a safe harbor. I presume that the Kurdish leadership, having little alternative, will try to reach some temporary accommodation with Assad under the Russian aegis, as they have already been doing. Not an attractive prospect. Elements of anarchist societies exist quite widely, some large-scale and successful over a long term. The Mondragon worker-owned conglomerate in the Basque country is the most notable example, flourishing for over sixty years. It is not an anarchist society and could hardly be in a state capitalist world. But worker’s control of production is an essential element of the classical liberal-left socialist-anarchist ideal, one component of the demand that structures of authority and domination have to justify themselves, and if they cannot (like the labor contract), then they should be dismantled in favor of structures that are more free and just. To go beyond will require dismantling of oppressive institutions on a much broader scale—at the very least, undermining the ability of the great powers to destroy upstart exercises of freedom and justice, a leading theme of history to the present. They do not always succeed, at least completely. That is why we can discern an element of truth in Martin Luther King’s famous phrase that “the arc of the moral universe is long, but it bends toward justice.” But not without serious regression, and not by itself. The moral arc only bends somewhat toward justice when it is pressed hard in that direction by dedicated, committed effort. That is no less true right now than it has always been. Neither you nor I have to look far to see bitter signs of that elementary truth. And we are hardly alone. It is imperative to add a critical matter too often overlooked—though not by Israeli scientists. They conclude that the questions we are discussing, while perhaps of intellectual interest, hardly matter, because if Israel continues on its present course, along with selected others, the region will soon be mostly unlivable. But there’s good news for Israel. One Israeli climate scientist observes that Israel “is not expected to be submerged anytime soon,” only most of it; Ramallah should have a little more time than most of Israel. More good news is that “cities are liable to be abandoned in Iran, Iraq and in developing countries, but in our country it will be possible to live.” And although the temperature of the Mediterranean may approach 40oC, “the maximum permitted temperature in a Jacuzzi,” nevertheless “humans will not be boiled alive like sea urchins and red-mouthed rock shells, but there could be mortal danger during the height of the bathing season.” The essential observation is made by Professor Alon Tal: “We are aggravating the condition of the planet. The Jewish state has looked humanity’s ultimate challenge in the eyes and said: ‘Forget it.’ What will we tell our children? That we wanted a higher quality of living? That we had to remove all the natural gas from the sea because it was so economically profitable? Those are pathetic explanations. We’re talking about the most fateful issue there is, especially in the Mediterranean Basin, and the government of Israel isn’t capable of appointing a minister who cares that we are simply going to be cooked.” Of course, all of this holds, much more significantly, for the arch-criminals in Washington on whom Israel has chosen to rely for survival in defiance of any moderately humane elements in the world. If we can be honest, we will recognize that Trump and the political party that he now virtually owns are the most dangerous organization in human history, dedicated with passion to destroying the prospects for organized human life on earth by maximizing the use of fossil fuels. All of this in full knowledge of what they are doing, seeking destruction of human society on a scale that Hitler never contemplated in order to cram more dollars into overstuffed pockets and to retain power as long as anything remains to control."
Noam Chomsky Calls Trump and Republican Allies “Criminally Insane”,"November 03, 2018",Do you ever chill out?,Would rather skip personal matters.
Noam Chomsky Calls Trump and Republican Allies “Criminally Insane”,"November 03, 2018","Your ideas about language have evolved over the decades. In what ways, if any, have they remained the same?","Some of the earliest assumptions, then tentative and only partially formed, have proven quite robust, among them that the human language capacity is a species property in a double sense: virtually uniform among humans apart from serious pathology, and unique to humans in its essential properties. The most basic property of the language faculty is that each internal language generates an unbounded array of structured expressions, each of which yields an interpretation at the interface with other cognitive systems (basically a linguistically-articulated thought) and can be externalized in some sensorimotor system, usually speech, in ways that allow others to access our thoughts – a property of language that Galileo and his contemporaries rightly regarded with awe and wonder. Basic ideas about the mechanisms that have these remarkable properties have also proven fairly stable, though there has been great progress in refining them and reducing them to principles simple enough to provide sound explanations for many surprising aspects of language and to suggest a plausible evolutionary scenario. From the outset, 65 years ago, the languages investigated closely were typologically varied, and in tandem with theoretical advances inquiry has proceeded to unprecedented typological range and depth."
Noam Chomsky Calls Trump and Republican Allies “Criminally Insane”,"November 03, 2018","Your claims about the innateness of language helped inspire evolutionary psychology and behavioral genetics, which attempt to trace human thought behavior to their biological roots. And yet you’ve been critical of these fields. Why?","Not so much of the fields, which are surely legitimate and important, but of some of the practices within them."
Noam Chomsky Calls Trump and Republican Allies “Criminally Insane”,"November 03, 2018",You once said we will probably “always learn more about human life and human personality from novels than from scientific psychology.” Is that still your view?,Another thought that has proven robust.
Noam Chomsky Calls Trump and Republican Allies “Criminally Insane”,"November 03, 2018","John Ioannidis and other scholars have discovered that many peer-reviewed scientific claims cannot be replicated. Do you have an explanation, and possible cure, for the so-called replication crisis?","Nothing beyond the obvious. Sometimes failure of replication has to do with complexity of what is being studied and with inadequate tools and ideas. The intense pressure to publish and sometimes ugly competitiveness are other factors. As compared with other domains, the scientific culture is quite admirable I think, though hardly without flaws that can and should be corrected."
Noam Chomsky Calls Trump and Republican Allies “Criminally Insane”,"November 03, 2018","Do you take seriously the Singularity, the idea that artificial intelligence and other fields will soon radically transform humanity?","One can certainly imagine how, in principle, systems that can detect patterns with massive data processing might find hitherto unknown ways of constructing theories that surpass those within the reach of human intelligence. And that could have all sorts of effects. But among the concerns we face, this doesn’t seem to me to rank high. Even tasks mastered almost reflexively by infants are far beyond the capacities of contemporary AI."
Noam Chomsky Calls Trump and Republican Allies “Criminally Insane”,"November 03, 2018","In his recent bookEnlightenment Now, your former MIT colleague Steven Pinker argues that life has gotten better and better, morally and materially, and he scolds other intellectuals for knocking western civilization. What’s your view of his perspective?","I don’t find these broad-brush observations very helpful or informative. The devil is in the details. There is work on these matters that seems to me much more compelling. In his very important study on the rise and fall of American growth, Robert Gordon observes that there was virtually no economic growth for millennia until 1770, slow growth for another century, and then a “special century” until 1970, dependent largely on specific inventions. Since the 1970s the picture is much more mixed: in the US, with actual decline in real wages for non-supervisory workers over 40 years and even increased death rates in recent years. These are among the features of the neoliberal era that have led to the rise of the kind of “morbid symptoms” that Gramsci warned about from Mussolini’s prison cell, as we see all too clearly in the western world today. Elsewhere we find different patterns. Thus Russia suffered severe economic decline and demographic collapse when market reforms were introduced in the ‘90s. China has been different again. As Amartya Sen has shown, Maoist China saved about 100 million people – not a small number – as compared with democratic capitalist India from independence to 1980, not from “enlightenment” in the usual sense, but from rural health programs and other reforms. And since then it has undergone spectacular growth and provided the bulk of the reduction in global poverty, in a society that’s not a model of enlightened values. Nazi Germany experienced very rapid growth in the ‘30s, not a triumph of enlightenment. There are numerous other complexities that are of major significance, but that disappear in unanalyzed statistical tables. As for “moral growth,” there are even greater complexities. The American Revolution introduced the novel and important idea (put aside the fact) that “we the people” should take control of our fate –- and at the same time developed the most vicious system of slavery in human history, the foundation of much of US-British wealth and economic development. Or take Germany again. In the 1920s, it was at the peak of western civilization in the arts, the sciences and mathematics, and even political development, regarded as a model of democracy. Ten years later it was descending to the depths of human savagery. A decade later it was recovering what had been lost. As for the Enlightenment and modern science, no serious analyst can question their major achievements – or overlook their role in the age of discovery that brought untold horrors to much of the world, devastating the Western Hemisphere and Africa, crushing the leading world centers of civilization in India and China. With all that, a good case can be made I think that moral horizons are, overall, slowly widening, including recent years, when the activism of the ‘60s has had a considerable civilizing effect in many areas."
Noam Chomsky Calls Trump and Republican Allies “Criminally Insane”,"November 03, 2018","Pinker, Richard Wrangham and Edward Wilson have suggested that human males are innately warlike. Do you agree? Can humanity move past militarism once and for all?","Since humans (males and females) are sometimes warlike, it follows that their intrinsic nature permits this outcome under certain circumstances. Under other circumstances they prefer peace – normally I think. But it’s highly misleading to say that they are “innately warlike” or “innately peaceloving.” I don’t know of any argument showing that we cannot create circumstances under which warlike tendencies will be suppressed – as has often been the case in history."
Noam Chomsky Calls Trump and Republican Allies “Criminally Insane”,"November 03, 2018",Why did you recently call the Republican Party “the most dangerous organization in world history”?,"Take its leader, who recently applied to the government of Ireland for a permit to build a huge wall to protect his golf course, appealing to the threat of global warming, while at the same time he withdrew from international efforts to address the grim threat and is using every means at his disposal to accelerate it. Or take his colleagues, the participants in the 2016 Republican primaries. Without exception, they either denied that what is happening is happening – though any ignorance is self-induced – or said maybe it is but we shouldn’t do anything about it. The moral depths were reached by the respected “adult in the room,” Ohio governor John Kasich, who agreed that it is happening but added that “we are going to burn [coal] in Ohio and we are not going to apologize for it.” Or take a recent publication of Trump’s National Highway Traffic Safety Administration, a detailed study recommending an end to regulations on emissions. It presented a rational argument: extrapolating current trends, by the end of the century we’ll be over the cliff and automotive emissions don’t contribute very much to the catastrophe – the assumption being that everyone is as criminally insane as we are and won’t try to avoid the crisis. In brief, let’s rob while the planet burns, putting poor Nero in the shadows. This surely qualifies as a contender for the most evil document in history. There have been many monsters in the past, but it would be hard to find one who was dedicated to undermining the prospects for organized human society, not in the distant future — in order to put a few more dollars in overstuffed pockets. And it doesn’t end there. The same can be said about the major banks that are increasing investments in fossil fuels, knowing very well what they are doing. Or, for that matter, the regular articles in the major media and business press reporting US success in rapidly increasing oil and gas production, with commentary on energy independence, sometimes local environmental effects, but regularly without a phrase on the impact on global warming – a truly existential threat. Same in the election campaign. Not a word about the issue that is merely the most crucial one in human history. Hardly a day passes without new information about the severity of the threat. As I’m writing, a new study appeared inNatureshowing that retention of heat in the oceans has been greatly underestimated, meaning that the total carbon budget is much less than had been assumed in the recent, and sufficiently ominous, IPCC report. The study calculates that maximum emissions would have to be reduced by 25% to avoid warming of 2 degrees (C), well above the danger point. At the same time polls show that — doubtless influenced by their leaders who they trust more than the evil media — half of Republicans deny that global warming is even taking place, and of the rest, almost half reject any human responsibility. Words fail."
Noam Chomsky Calls Trump and Republican Allies “Criminally Insane”,"November 03, 2018",Wasn’t Richard Nixon worse than Donald Trump?,"Nixon had a mixed record. In some respects, he was the last liberal president: OSHA and EPA for example. On the other hand, he committed terrible crimes. Arguably the worst was the bombing of rural Cambodia, a proposed article of impeachment but voted down though it was incomparably more important than the others. And the article was much too weak, focusing on the secrecy. There has been little attention to the orders that Nixon delivered, relayed to the Pentagon by his faithful servant Henry Kissinger: “A massive bombing campaign in Cambodia. Anything that flies on anything that moves.” It is not easy to find comparable orders for genocide in the archival record. But all of Nixon’s crimes pale in comparison with the decision to race towards the precipice of environmental catastrophe."
Noam Chomsky Calls Trump and Republican Allies “Criminally Insane”,"November 03, 2018",Are the U.S. media doing their job?,"It depends on what we think their job is. They are businesses, so by accepted standards their job is profit. By other standards, they have a duty to the public to provide “all the news that’s fit to print,” under a concept of “fitness” that is as free as possible from submission to power interests or other distorting factors. About this there is a great deal to say – I’ve devoted many words to the topic elsewhere, as have many others. But in today’s strange climate of Trumpian “alternative facts” and “false reality,” it is useful to recognize that with all their flaws, which are many, the mainstream media remain an indispensable source of information about the world."
Noam Chomsky Calls Trump and Republican Allies “Criminally Insane”,"November 03, 2018","Can incremental reforms transform the U.S. into a just, prosperous society, or are more drastic measures required? In other words, are you a reformer or a revolutionary?","Both. Generalizations are misleading; too much depends on specific circumstances. But some have a fair degree of validity, I think. One is that there is both justification and pressing need for radical changes in the socioeconomic and political orders. We cannot know to what extent they can be achieved by incremental reforms, which are to be valued on their own. But unless the great mass of the population comes to believe that needed change cannot be implemented within the existing system, resort to “drastic measures” is likely to be a recipe for disaster."
Noam Chomsky Calls Trump and Republican Allies “Criminally Insane”,"November 03, 2018",My students are pretty gloomy about the future. What can I tell them to cheer them up?,"Apart from the truly existential threats of nuclear war and global warming – which can be averted – there have been far more difficult challenges in the past than those young people face today, and they have been overcome by dedicated effort and commitment. The historical record of struggle and achievement gives ample reason to take to heart the slogan that Gramsci made famous: “pessimism of the intellect, optimism of the will.”"
Noam Chomsky Calls Trump and Republican Allies “Criminally Insane”,"November 03, 2018",What’s your utopia?,"I don’t have the talent to do more than to suggest what seem to me reasonable guidelines for a better future. One might argue that Marx was too cautious in keeping to only a few general words about post-capitalist society, but he was right to recognize that it will have to be envisioned and developed by people who have liberated themselves from the bonds of illegitimate authority."
